product_uid,materials
114227,Plastic Metal
114229,Metal Metal
153839,Rubber
126207,Metal
114233,Wood Carbide
116895,Fabric
102235,Cast Iron
138202,No Shelf Glass
141843,Polyethylene
104899,Porcelain
141842,Fiberglass
102237,Wood
141845,Porcelain
102239,Galvanized Steel
165819,Metal
165807,Steel
138208,Brass
165805,Vitreous China Medium Density Fiberboard (MDF) Granite
165804,Metal
102253,Oil
102252,Plastic
138207,Plastic
102255,Wood
102254,Wood
138205,Chrome-Plated Steel
165800,Metal Metal
126201,Marble
114215,Wood
153823,Stainless steel Stainless steel
114216,Other
116877,Manufactured from laminated particle board
153825,Steel
116880,Fabric Mid Weight
116883,Rubber
116882,Multi-Purpose Steel
102245,Aluminum
128855,Wood Carbide
102247,Chrome-Plated Steel Porcelain
102249,Other
128859,Aluminum
138210,Metal
165808,Glass
165839,Steel
165838,Rubber
102220,Metal
165836,Steel
104884,Aluminum
153851,Plastic
165835,Metal
104881,Cement
165834,Granite
138216,Glass
165833,Steel
114202,Stainless Steel
153854,Ceramic
165832,Metal
116864,Nylon
153855,Porcelain
114204,plastic
165830,Steel
116869,Plastic
177818,Stainless steel Stainless Steel
177816,Composite Rubber
177817,copper/nickel
141861,Clay
177814,Vinyl
114210,Metal
116874,Plastic
114212,Laminate High Density Fiberboard (HDF)
102213,Cast Iron
177810,Steel
138222,Composite Cultured Marble
128846,Vitreous China
128847,Stainless Steel
138220,Steel
102216,Nylon
165829,Brass
104891,Brass
165826,Vinyl
104894,Steel
102230,Wood
165824,Plastic
104892,Steel
153841,Other
165823,Fabric
102232,Vinyl
138227,Marble
165822,Acrylonitrile Butadiene Styrene (ABS)
165821,Steel
116855,Steel Galvanized Steel
116858,Metal
153847,Plastic
177805,Polyfiber
141871,Velvet
177802,Wire
102224,Medium Density Fiberboard (MDF)
104888,Wood
102226,Powder-Coated Steel
138233,Galvanized Steel
102225,Wood
141877,Polyfiber
102228,Steel Aluminum Olefin
102229,Resin
102282,Other
102281,Glass
141808,Steel
102285,Polyfiber Steel
102287,High Density Fiberboard (HDF)
126253,Composite MDF
114277,Stainless steel
126247,Synthetic/Microfiber
102279,Vinyl
141800,Ceramic
114270,Die-Cast
102293,Galvanized Steel
102294,Multiple Multi-Purpose
102297,Polyurethane
102296,Polyurethane
114257,Ceramic
114259,Vinyl
126244,Metal
114266,Glass Solid Wood Engineered stone composite
102289,Steel
128899,Steel
141811,Thermoplastic
141816,Wood
102260,Glass
102262,Galvanized Steel
102264,Wood
102266,Brass Steel
102265,Vitreous China Vitreous China
126235,Wood
153810,Metal BiMetal
114247,PVC PVC
126230,Polyfiber
153815,Laminate
114250,Metal Metal
114251,Steel
114254,Synthetic/Microfiber
126227,Solid Brass
114255,Vitreous China
102258,Concrete
102273,Paper
102272,Polyester
102277,Composite
102276,Plastic
114235,Steel
116898,PEX
126222,Composite
153802,PEX
153805,Steel
153806,Vinyl
153809,Composite
126218,Cast Iron
114242,Polyester
114243,Stainless Steel
114244,Resin
102267,Vinyl
141831,Vinyl
141835,Aluminum
153791,Medium Density Fiberboard (MDF)
126171,Composite
153794,Steel
163119,Stainless Steel
163116,Polyester Latex Other Synthetic
165779,Wood
165778,Wood
165777,Plastic
126177,Aluminum
126176,Brass Brass
165773,Steel
126175,Metal
163111,Steel
165770,Multi-Purpose
138162,Laminate
114198,Composite
177759,Acrylic
114199,PVC
151126,Steel
177758,Steel
177755,Wood
138167,Composite MDF
177754,Metal/Wood Other Wood
177752,Brass Brass
114192,Wood
177750,Zinc Coated Galvanized Steel
153780,Steel
126160,Brass Metal
153786,Steel
163106,Carbide
165766,Aluminum Olefin
163104,Chrome-Plated Steel Porcelain
165764,Plastic
126165,Drywall
126163,Galvanized Steel
165760,Copper Copper
126162,Wood
114183,Copper
114184,Cast Iron
177748,Vitreous China
177746,Other Brass
177747,Rubber
177744,HDF (High Density Fiber-board)
177745,Plywood
177742,Fabric
138176,Metal
177740,Metal
151131,Vinyl
138175,Clay
102182,Plastic
102185,Acrylic
102187,Composite
102186,Vinyl
163138,Polyester Latex Other Synthetic
102188,Vinyl
165799,Metal
126156,Metal
165797,Birch
163135,Stainless steel
165796,PVC PVC
165794,PVC PVC
102181,LAMINATED PARTICLE BOARD
126152,Polypropylene 0
102180,Aluminum Rubber
126151,Laminate
163140,Steel
114174,Wood
175118,Ductile Iron Diamond
175117,Wood
126149,Composite Oak
151149,Black Oxide
175119,Glass
151147,Other
175114,Brass
177777,Other Wood
102179,Steel
175113,Composite Engineered quartz composite
177778,Steel
151145,Other
175115,Pine
138188,Steel Steel
175112,Plastic
175111,Metal Ceramic
102193,No Shelf Glass
177770,Glass
102196,Wood
165789,Steel
114158,Brass
163125,Vitreous China
165788,Plastic Other
165787,Zinc
126144,Stone
165785,Wood Wood
165784,Cardboard Polypropylene
163122,Plastic
102191,Vitreous China
126140,Vinyl Plastic
114161,Steel
165791,Glass
138195,Aluminum
165790,Acrylic
175107,PVC
114167,Iron
126138,Wood
175109,Vinyl
177768,Fireclay
151159,Aluminum
175108,Metal
177769,Polypropylene
151158,ABS
175103,Polyester Latex Other Synthetic
175102,Plastic
177765,Composite
151154,Metal
177762,Polyfiber Wood Constructed of Solid Asian Rubberwood Other Wood
138196,Aluminum
114160,Latex
138197,Galvanized Steel
175100,Steel
177761,Plastic
165739,Fabric
165738,Brass
165737,Laminate Medium Density Fiberboard paper Resin (both Acrylic and Melamine) Polyurethane hot metal adhesive and Olefin hot metal adhesive
138119,Plastic/Rubber
153752,Thermoplastic
165734,Vitreous China Plywood Quartz
153755,Aluminum
165732,Acrylic
177717,Plastic
177718,Ceramic
177715,Cement
138125,Galvanized Steel
177712,Quartz
165727,Plastic
138129,Plastic
138127,PVC
165721,PVC
165720,Copper
153749,Zinc Coated Galvanized Steel
177708,Plywood Birch
141771,Rubber Synthetic
141772,Vitreous China Granite
141774,Steel
177703,Steel
177700,Ceramic
141776,Vinyl
177701,Solid Brass
138134,Glass
138135,Wood
126194,Resin
165759,Polyester
165758,Porcelain Solid Wood Quartz
153776,Rubber
165756,Plastic
165754,Metal
165753,Polypropylene
165752,Copper
165751,Ceramic
126197,Wood
151109,Cement
151105,Polyester Aluminum
177735,Steel
177733,polyethylene
151102,Other Fiberglass
177731,Cast Iron
138144,Pine
177730,Metal
126183,Plastic
153762,Steel
138149,Glass
165745,Zinc Brass and Zinc
165744,Steel
165743,Wood
165742,Metal Ceramic
165741,Wood
126186,Steel
126185,Rubber Synthetic
138150,Steel
141793,Wood
177728,Cardboard Proprietary
177729,Brass Plastic
177727,Plastic Steel
141797,Foam
177724,Concrete
151115,Other Plastic
138158,Tile (wet or dry) Diamond
141799,PVC
141798,Medium Density Fiberboard (MDF)
177723,Brass
177720,Steel Brass
151111,Plywood MDF
177721,Brass Steel
138155,Steel
175183,Polyester Latex Other Synthetic
175180,Glass
163199,Vinyl
175179,Aluminum
175176,Brass
175175,Cast Aluminum
175178,Plastic
175177,Metal
175172,Acrylic
175174,Die-Cast Stainless Steel
175173,Multi-Purpose Plastic
175170,Steel
163187,Steel
163185,Polyethylene
163194,PVC PVC
163192,Zinc
175169,Polyfiber Aluminum
175164,Polypropylene 0
175167,Composite Capped Wood Plastic Composite
175166,Cellulose/synthetic fiber combo
175198,Plastic
175197,Stainless steel Other
175199,Metal
175194,Polyester Latex Other Wool & Wool Blend
175196,Aluminum Rubber
175190,Marble
175192,Brass
175186,Metal-steel rings Steel
151171,Stainless steel Other
163157,PVC PVC
163154,metal Glass
163155,Nickel Metal
163153,Stainless Steel Painted Steel
163161,Steel
151168,Metal
175135,Composite
175137,Nylon
175132,Galvanized Steel
177795,Acrylic
151164,PVC
175131,Oil
175134,Vitreous China
177793,Other
175133,Aluminum
177791,Solid Brass
177792,PVC
177790,Stainless steel PVC
163150,Rubber
175128,Wire Glass
175125,Other Polyester
175124,Plastic
177789,Porcelain Solid Wood Oak Porcelain
175126,Steel
177787,Cast Metal
175120,Steel
177785,Stainless Steel
175123,Steel
177783,Copper
175161,Brass
175160,Plastic
151192,Steel Brass
163179,Plastic
163176,Plastic
163174,Brass
175154,Metal
151186,Diamond Multi-Purpose
175153,Aluminum
175156,Other
175151,Stainless Steel
163166,Galvanized Steel
175147,Stainless steel PVC
175149,Wire Glass
175148,Copper Brass
175143,Polyester
175145,Crystal Solid Brass
177286,Bamboo
177283,Plastic
118908,Zinc
177284,Rubber
177281,Vitreous China
177282,Fiberglass
177280,Acrylic
118902,Porcelain-Enameled Cast Iron
106918,Other Wood
106911,PVC PVC
177279,Fabric
106914,Galvanized Steel
177276,Plastic
177274,Nylon
177272,Stainless Steel
177273,Water
177270,Black malleable iron Steel
177271,Acrylic
165289,Composite
165288,Steel
165286,PVC
165295,Foam
165291,Steel
165290,Copper Brass
106923,Ceramic
106920,Nylon 0
177267,Vitreous China Solid Wood Marble
177268,Metal
177265,Wood
177298,No Backing Synthetic
177299,Aluminum
177296,Brass Brass
177297,Aluminum
177292,PVC
177291,Stainless Steel
106901,Plated Steel Steel Painted Steel
106905,Nylon
177289,Laminate Wood
177288,Plastic Steel
106963,Polyfiber
131923,Plastic Steel
118946,Galvanized Steel
131922,Carbide
131927,Aluminum
131926,Stainless steel
131924,Brass
131929,Oil
118952,Thermoplastic
118951,Fiberglass Metal Steel
106956,Plastic
143901,Brass Metal
106953,Stainless Steel
143900,ABS Acrylonitrile Butadiene Styrene (ABS)
106959,Wood
143903,Porcelain Solid Wood Wood Porcelain
106957,Wood Wood
143904,PVC PVC
106970,Wire Other
143919,Oil
104311,Ceramic
131930,Vinyl
106973,Vinyl
106972,Vinyl
118935,Galvanized Steel
118932,Steel Other
131931,Metal
118939,Stainless Steel
118936,Multi-Purpose
118942,polyethylene
104304,Steel
104305,Resin
143913,Copper
104302,Wood
106965,Cross-Linked Polyethylene (PEX)
143916,Copper Brass
104309,Cedar
143917,Plastic
106969,Steel
106940,Metal
131940,Cement Steel
155910,Wood
155915,Plastic
155918,Galvanized malleable iron
118926,Composite Oak
118930,Wood
106934,Wood
106933,Wood
106931,Polyethylene
118919,Crystal Solid Brass
131952,Steel Aluminum Diamond
131951,Metal
131950,Vitreous China
118913,Brass
118910,Steel
155903,Oil
131953,Alloy
155902,Polypropylene with Jute backing 0
118916,Powder-Coated Steel
118915,Porcelain enamel over steel
118920,Brass
106948,Ceramic
106947,Black Oxide
143937,Wood
104340,Resin
128311,Epoxy/2 part
116328,Marble Cultured Marble
116329,Plastic
118993,Laminate
116331,Glass Medium Density Fiberboard (MDF) Granite
118990,Latex
118996,Wood
116332,Other
118994,Steel
104338,Composite Composite
128305,Vinyl
106997,PEX Plastic
128307,Plastic
104352,PVC
104350,Wood
104356,Polyurethane
128303,Metal
118978,Galvanized Steel
116314,Epoxy/2 part
118979,Bamboo
118977,Other Polyester
116318,Metal
118980,Metal Cobalt
116324,Steel Aluminum Diamond
118983,Cobalt
116323,Epoxy/2 part
104348,Solid Brass
104349,No Handle
106980,Vinyl
104320,Galvanized Steel
104321,PEX Brass
118965,Steel
118969,No Shelf Glass
116309,Steel
116311,Steel
118974,Other
118975,Acrylic
118972,Acrylic
104315,Metal
106977,Metal
104314,Vinyl Resin
106979,Other Vinyl
106992,Vinyl
104333,PVC
104331,PVC PVC
106993,Steel Steel
118956,Multiple
131910,Vitreous China Solid Wood Vitreous China
131916,Steel
131915,Vinyl
131914,PVC
118960,Wire Glass
131919,Acrylic
131917,Steel
116300,Resin
118963,Polystyrene
118962,Zinc Other
104327,Plastic
104329,Metal
104263,Composite
128230,Ceramic
104264,Steel
131881,PVC PVC
128232,PVC PVC
155850,Resin
104267,Vinyl
128234,Zinc Zinc Glass
104268,Steel Brass
128235,Composite
155852,Oil
131883,Plastic Plastic
131889,Glass
104260,Metal
116251,Polycarbonate
167832,Cotton Wool & Wool Blend
116258,Steel
143862,Brass and Steel
143863,Metal
167834,Vinyl
143869,Steel
104258,Laminate Thermofoil
128229,Steel
167837,Particle Board Birch
167839,Steel
128221,Wood
131890,Steel
128223,PVC
155842,Steel
104279,Steel
128224,Aluminum
131896,Aluminum
155841,Galvanized Steel
131894,PVC
118899,Steel
131899,High Speed Steel Wood
155847,Aluminum
104270,Plastic
155849,Steel
143872,Acrylic
116242,Wood Carbide
167820,Copper
167821,Aluminum
167822,Polyurethane
128216,Wood
143879,Plastic
167825,Resin
128218,Vitreous China Granite
141218,Steel
143877,Solid Wood
167826,Vinyl
167827,Aluminum
167828,Aluminum
141219,Resin
104242,100% post industrial recycled synthetic fibers with all natural rubber 100
104240,Steel
128211,Polyfiber
155875,Metal
104243,Vinyl
153215,Composite Engineered stone composite
155878,Metal
143883,Steel
118891,Wood
116231,Multi-Purpose Diamond
141220,PVC
167852,Wood
116234,Aluminum
118897,Latex
143886,Shellac
167853,Copper Brass
116233,Acrylic Solid Wood Porcelain
143887,Plastic Plastic
167854,Carbide
143884,Wire Glass
167855,Acrylic
118896,Other
167856,Metal
167857,Cross-Linked Polyethylene (PEX)
167859,Polypropylene Plastic
106898,Steel
141228,Wood
118890,Wood
155880,Aluminum
155860,Polyurethane Faux wood
153201,Laminate
128202,Ceramic
128203,Brass Brass
153204,PVC PVC
118879,Steel
153209,Cast Iron Painted Steel
118883,Die-Cast Stainless Steel
143891,Aluminum
118881,Vinyl 10
118886,Steel Aluminum Diamond
167842,Aluminum
116222,PVC PVC
118887,Concrete
116225,Plastic
141236,Metal
116224,Steel
104249,Composite
141238,Ceramic
141237,Wire Glass
167847,Aluminum
167848,Alloy
167849,Metal
128274,Cast Iron Painted Steel
128276,Steel Steel
131842,High Speed Steel
131841,Multi-Purpose High Speed Steel
131840,Steel
155811,Medium Density Fiberboard (MDF)
155810,Rubber
131846,Acrylic
155813,Fiberglass
155815,No Shelf Glass
131843,Other
128270,Multi-Purpose
128273,Solid Wood
116295,Galvanized Steel
143820,Plastic
116299,PVC
143821,Wood
116292,Stainless Steel
116294,Vinyl
116293,Vitreous China Solid Wood Marble
128264,Rubber Synthetic
128265,Plastic
128268,Steel
131852,Water
131856,Iron Ferrite
155806,Cross-Linked Polyethylene (PEX)
155805,Stainless steel PVC
128262,Concrete
131858,Copper Copper
143832,Aluminum
143838,Galvanized Steel
104285,Metal
128252,Steel
104286,Polyethylene
104287,Other
128258,Acrylic
131862,Plastic
155833,Metal
131861,Polyester Latex Other Synthetic
131867,Plastic
131866,Wood
155837,Medium Density Fiberboard (MDF)
155836,Fabric
104282,Polypropylene
155838,Plastic
128251,Nylon
131869,Resin
116278,Galvanized Steel
167810,Acrylic
143840,Fiberglass
167811,Wood
167814,Acrylic
167815,Steel
167816,Metal
167817,Aluminum
167819,Vitreous China
104296,Brass
128242,Metal
104295,Composite Red Oak
131875,Iron
104298,Steel
155826,Vinyl
131876,Galvanized Steel
128240,Cast Iron
116263,Vinyl
116262,Stainless Steel
116267,Plastic
116269,plastic
143852,Oil
167801,Vitreous China Granite
167802,Brass Ceramic
143858,die cast zinc
167803,Wood
167804,Cast Iron
167805,Steel
167806,Jute Synthetic
167807,Particle Board Birch
167809,Wood
177241,Birch
153275,Metal
153277,Other
153278,Steel
141290,Slate
165257,Steel
141291,Plastic
165255,Polyfiber
141285,Polycarbonate
165263,Porcelain Solid Wood Marble
141284,Glass
165262,Aluminum
141287,Plastic
165260,Plastic
153281,Composite
177235,wood
177233,Wood Wood
177230,Crystal Solid Brass
177231,Nylon Plastic
165246,Cardboard Synthetic
165244,Concrete
165243,Metal
165242,Fiberglass
141299,Jute Synthetic
177229,Resin
177228,Glass
177224,Composite Composite
177221,Metal
177222,Other Plastic
177263,Polyester Latex Other Synthetic
177264,Plastic
128292,Composite
165277,Steel
165276,Hard plastic
128295,Oil
165275,Resin Resin & Steel Resin
165284,Metal
165282,Steel
165280,Acrylic
177258,Steel
177259,Steel
177255,Cotton
153285,Polyfiber Aluminum
177252,Oil
177253,Plastic
128288,Plastic
177251,Multi-Purpose
128280,Steel
165268,Plywood MDF
165266,Stainless Steel
165265,Steel
165274,Metal Plastic
165273,Multi-Surface
165270,composite timbers and plastic corner brackets
177249,Other Multi-Purpose
153290,Aluminum
177247,Cast Iron
177245,Vinyl
177243,Foam Eucalyptus Wood
177244,Stainless steel PVC
153230,Plastic
155897,Aluminum
153235,PVC PVC
165219,Wood Wood
165217,PVC
165216,Brass Composite
153239,Steel
165215,Steel
165213,Steel
165212,Steel
165210,Aluminum
167880,Other
167881,Cast Metal
167871,Vinyl
167872,Vinyl
141243,55
167873,Composite Maple
141245,Brass Multi-Surface
167875,Olefin
167878,Tinsel over wire frame
167879,Metal
155881,Other
155883,Porcelain
155886,Porcelain Medium Density Fiberboard (MDF) Marble
165208,Thermoplastic
165204,Wood
165203,Blend
165202,Comfort Grip
165201,Crystal Crystal Finials metal rods and brackets Crystal
141261,Vitreous China
167862,Polyester Latex Other Synthetic
167863,Metal
141258,Epoxy/2 part
167866,Plastic
141257,Plastic
167867,Metal
167868,Plastic
165239,Steel
165237,Cast Metal
165236,Metal
165233,Plastic Other
165232,Aluminum
165241,Metal
165240,Plastic
141265,Stainless Steel
167896,Porcelain
167897,Plastic
167898,Oil
141269,High Speed Steel
177219,Steel
177216,Composite
177215,Metal
177213,Steel
177211,Steel
153246,Acrylic
153247,Vinyl
165228,Metal Ceramic
165226,Cotton Synthetic
165224,Polyurethane
141281,Steel
141280,Ceramic
165222,Plastic
167890,Polyethylene
165221,Ceramic
167891,Vinyl
167883,Polyester Latex Other Synthetic
167886,Metal
177209,Fiberglass
167887,Fabric
167888,Copper Copper
177207,Composite Hickory
141279,Wood
177208,Wood
177205,Synthetic fiber
177206,Vinyl
177203,Hickory
177204,Laminate Medium Density Fiberboard paper resin (both acrylic and melamine) polyurethane hot metal and olefin hot metal adhesive
177201,Composite Composite
153250,Steel
153251,Wire Glass
177195,Metal
177196,Other
177193,Gold
177194,Steel
177188,PVC PVC
153197,PVC
177164,Plastic
165179,Polyurethane
165178,Vitreous China
165185,Metal
165184,Metal
165180,Glass
177157,Metal
177158,Ceramic
177156,Water
165169,Brass
165168,Plastic
165167,Fiberglass
165165,Brass
165174,No Shelf Glass
165172,Vitreous China
165171,Steel
165170,Metal
106802,Resin
177148,Metal parts
106806,Plastic Metal
